(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(95, 62)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(79, 461)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(65, 247)
(63, 332)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(63, 146)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(42, 512)
(46, 259)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(8, 819)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(64, 952)
(0, 0)
(0, 0)
(0, 0)
(31, 345)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(85, 223)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(59, 306)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(7, 284)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(27, 556)
(0, 0)
(0, 0)
(0, 0)
(7, 136)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(22, 265)
(0, 0)
(0, 0)
(68, 304)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(55, 806)
(0, 0)
(23, 621)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(64, 872)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(23, 918)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(64, 42)
(0, 0)
(0, 0)
(0, 0)
(48, 994)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(4, 353)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(46, 378)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
